"","V1","V2","V3","V4"
"1",-1.59859239794096,-1.58190745300348,1.41773127876295,-0.469123159825726
"2",-1.35578140324081,-1.37287315848951,1.22879701816038,-0.65742779399229
"3",-1.10658064552224,-1.07238636012567,0.918405018599002,-0.845732428158854
"4",-0.882938939877362,-0.850287422204579,0.715975453667671,-1.04748739333732
"5",-0.601789367066664,-0.549800623840744,0.459564671421317,-1.27614302053957
"6",-0.371757898403365,-0.340766329326772,0.257135106489987,-1.46444765470614
"7",-0.109777614647941,-0.0533441743700593,0.027714932901145,0.405148355947607
"8",0.101084564960083,0.155690120143913,-0.174714632030186,0.203393390769146
"9",0.420572715881332,0.403918344879255,-0.431125414276538,-0.0521628984569054
"10",0.663383710581481,0.626017282800351,-0.674040892194136,-0.267368194647264
"11",0.89341517924478,0.874245507535693,-0.889965761454222,-0.522924483873315
"12",1.08510806979753,1.07021515864254,-1.06540471772804,-0.71122911803988
"13",1.31513953846083,1.33150802678501,-1.30832019564564,-0.966785407265931
"14",1.50683242901358,1.52747767789186,-1.49725445624822,-1.18199070345629
"15",1.72408437164003,1.78877054603432,-1.75366523849457,-1.46444765470614
"16",NA,0.756663716871583,-0.889965761454222,-0.724679449051777
"17",0.740060866802581,0.482306205321995,-0.647050283536625,-0.993686069289726
"18",0.522808924176132,0.286336554215146,-0.45811602293405,-1.26269268952767
"19",0.228879825328583,0.0511729728869266,NA,0.33789670088812
"20",-0.00115164333471641,-0.210119895255539,0.0547055415586557,0.109241073685864
"21",-0.282301216145415,-0.458348119990881,0.297621019476253,-0.173215877563983
"22",NA,-0.680447057911977,0.500050584407584,-0.388421173754341
"23",NA,-0.915610639240196,0.756461366653936,-0.684328456016085
"24",-0.921277517987912,-1.09851564693992,0.945395627256512,-0.899533752206444
"25",-1.16408851268806,-1.32061458486102,1.18831110517411,-1.19544103446819
"26",-1.34300187720396,-1.51658423596787,1.39074067010544,-1.41064633065855
"27",-1.39411998135136,-1.51658423596787,1.4042359744342,-1.46444765470614
"28",-1.59859239794096,-1.30754994145389,1.18831110517411,-1.23579202750388
"29",-1.17686803872491,-1.0854510035328,0.958890931585267,-1.02058673131352
"30",-1.00434443722744,-0.902545995833073,0.756461366653936,-0.805381435123162
"31",-0.755143679508863,-0.65431777109773,0.51354588873634,-0.563275476909008
"32",-0.537891736882414,-0.445283476583758,0.311116323805009,-0.348070180718649
"33",-0.295080742182265,-0.170925965034169,0.068200845887411,-0.0790635604807002
"34",-0.0906083255926657,0.0511729728869266,-0.120733414715165,0.149592066721556
"35",0.126643617033783,0.299401197622269,-0.336658283975251,0.49930067303089
"36",0.433352241918182,0.586823352578982,NA,-1.46444765470614
"37",0.701722288692031,0.782793003685831,-0.768508022495423,-1.23579202750388
"38",0.91897423131848,1.00489194160693,-1.05190941339929,-0.993686069289726
"39",1.16178522601863,1.24005552293515,-1.26783428265937,-0.751580111075572
"40",1.40459622071878,1.47521910426336,-1.52424506490573,NA
"41",1.63462768938208,NA,-1.72667462983706,-0.24046753262347
"42",1.51961195505043,1.71038268559158,-1.29482489131688,0.23029405279294
"43",1.23846238223973,1.43602517404199,-0.674040892194136,-0.0521628984569054
"44",0.97009233546588,1.22699087952802,NA,-0.267368194647264
"45",0.612265606434081,0.965698011385556,NA,-0.509474152861418
"46",0.382234137770783,0.717469786650214,-0.161219327701431,-0.71122911803988
"47",0.0499664608126839,0.338595127843639,0.203153889174965,-1.02058673131352
"48",-0.192844533887466,0.0119790426655569,0.51354588873634,-1.28959335155147
"49",-0.435655528587614,-0.236249182069785,0.742966062325181,1.18526755463766
"50",-0.640127945177214,-0.445283476583758,1.01287214890029,1.36012185779233
"51",-0.921277517987912,-0.745770274947593,1.26928293114664,1.58877748499458
"52",-1.12574993457751,-0.941739926054443,1.43122658309171,1.76363178814925
"53",-1.38134045531451,-1.20303279419691,1.68763736533806,2.0191880773753
"54",-1.59859239794096,NA,NA,2.22094304255376
"55",-1.36856092927766,-1.58190745300348,1.87657162594063,-0.630527131968495
"56",-1.59859239794096,-1.51658423596787,1.53918901772175,-0.428772166790034
"57",-1.59859239794096,-1.425131732118,0.486555280078829,-1.46444765470614
"58",-1.35578140324081,-1.17690350738266,0.243639802161231,-1.22234169649198
"59",-1.06185230439326,-0.902545995833073,1.86307632161188,-0.912984083218341
"60",-0.831820835729963,-0.706576344726224,1.66064675668055,-0.697778787027982
"61",-0.576230314992964,-0.471412763398004,1.43122658309171,-0.428772166790034
"62",-0.320639794255965,-0.249313825476908,1.17481580084535,-0.200116539587777
"63",-0.052269747482116,-0.0141502441486896,0.931900322927756,0.0419894186263763
"64",0.177761721181183,0.18181940695816,0.729470757996425,0.243744383804838
"65",0.471690820028731,0.482306205321995,NA,1.96538675332771
"66",0.68894276265518,0.678275856428844,0.257135106489987,1.73673112612545
"67",0.91897423131848,0.93956872457131,-0.228695849345207,1.45427417487561
"68",1.11066712187123,1.12247373227104,-0.431125414276538,1.22561854767335
"69",1.31513953846083,1.37070195700638,-0.687536196522891,0.983512589459197
"70",1.50683242901358,1.59280089492747,-0.916956370111733,0.754856962256941
"71",1.09788759583438,0.93956872457131,-1.09239532638555,-0.482573490837623
"72",1.67296626749263,1.16166766249241,-1.34880610863191,-0.18666620857588
"73",1.74964342371373,1.82796447625569,-1.14637654370057,0.526201335054684
"74",1.90299773615593,1.35763731359925,-1.5917215865495,0.0957907426739666
"75",1.66018674145578,2.01086948395542,-1.14637654370057,0.929711265411607
"76",1.32791906449768,1.81489983284857,-0.8359845441392,0.714505969221248
"77",1.72408437164003,1.5536069647061,-0.566078457564092,0.472400011007095
"78",1.50683242901358,1.31844338337788,-0.350153588304006,0.257194714816736
"79",1.22568285620288,1.09634444545679,-0.107238110386409,0.00163842559068415
"80",0.97009233546588,0.90037479434994,0.0951914545449217,-0.18666620857588
"81",0.68894276265518,0.599887995986105,0.36509754112003,NA
"82",0.446131767955032,0.403918344879255,0.581022410380116,-0.643977462980393
"83",0.139423143070633,0.10343154651542,NA,-0.939884745242136
"84",-0.167285481813766,-0.183990608441292,1.17481580084535,-1.24924235851578
"85",-0.563450788956114,-0.61512384087636,1.56617962637926,-1.32994434458716
"86",-0.934057044024763,-0.850287422204579,1.78210449563935,-1.08783838637301
"87",-1.24076566890916,-1.16383886397554,-0.782003326824179,-0.805381435123162
"88",-1.57303334586726,-1.38593780189663,-0.552583153235337,-0.576725807920906
"89",0.522808924176132,0.965698011385556,-0.30966767531774,-0.334619849706751
"90",0.77839944491313,0.782793003685831,-0.120733414715165,-0.13286488452829
"91",-1.04907277835641,-0.941739926054443,1.12083458353033,-1.46444765470614
"92",-0.870159413840513,-1.17690350738266,0.918405018599002,-1.22234169649198
"93",-1.59859239794096,-1.37287315848951,1.68763736533806,-0.859182759170751
"94",-1.39411998135136,-1.16383886397554,1.51219840906424,-1.06093772434921
"95",-1.10019088250381,-0.915610639240196,1.30976884413291,-1.26269268952767
"96",-0.857379887803663,-0.667382414504853,1.09384397487282,-1.46444765470614
"97",-0.550671262919264,-0.353830972733895,0.837433192626468,-1.46444765470614
"98",-0.333419320292815,-0.157861321627046,0.608013019037626,-1.26269268952767
"99",-0.0267106954084162,0.10343154651542,0.324611628133763,-1.00713640030162
"100",0.216100299291733,NA,0.0816961502161664,-0.778480773099367
"101",1.95411584030333,0.560694065764734,-0.215200545016452,-0.509474152861418
"102",0.510029398139282,0.743599073464461,-0.444620718605294,-0.307719187682956
"103",0.816738023023681,0.97876265479268,-0.741517413837913,-0.0656132294688028
"104",NA,1.20086159271378,-0.997928196084265,0.176492728745351
"105",1.34069859053453,1.54054232129898,-1.25433897833062,NA
"106",NA,NA,-1.48375915191946,NA
"107",NA,NA,-1.75366523849457,NA
"108",NA,NA,-1.56473097789199,1.4946251679113
"109",1.37903716864508,1.46215446085624,NA,1.22561854767335
"110",1.20012380412918,1.26618480974939,-1.11938593504306,0.996962920471095
"111",0.95731280942903,1.01795658501405,-0.862975152796712,0.754856962256941
"112",0.740060866802581,0.795857647092954,-0.660545587865381,0.526201335054684
"113",0.497249872102431,0.521500135543365,-0.390639501290272,0.243744383804838
"114",0.318336507586533,0.312465841029393,NA,0.0285390876144789
"115",0.0499664608126839,0.0511729728869266,NA,-0.24046753262347
"116",-0.192844533887466,-0.210119895255539,0.243639802161231,-0.455672828813828
"117",-0.448435054624464,-0.458348119990881,0.486555280078829,-0.751580111075572
"118",-0.640127945177214,-0.680447057911977,0.68898484501016,-0.953335076254033
"119",-1.59859239794096,-1.58190745300348,1.56617962637926,2.05953907041099
"120",-0.333419320292815,0.273271910808022,-1.26783428265937,0.781757624280735
"121",-0.320639794255965,0.0250436860726801,-0.889965761454222,0.539651666066582
"122",-1.47079713757246,-1.49045494915362,-0.674040892194136,0.33789670088812
"123",-1.18964756476176,-1.13770957716129,-0.323162979646496,0.0419894186263763
"124",-0.972395622135312,-0.889481352425949,-0.0667521974001432,-0.200116539587777
"125",-0.691246049324613,-0.602059197469237,0.0412102372299003,-0.482573490837623
"126",-0.486773632735014,NA,-0.174714632030186,-0.697778787027982
"127",-0.141726429740065,0.194884050365283,-0.620059674879114,-1.03403706232542
"128",0.126643617033783,0.430047631693502,-0.943946978769244,-1.27614302053957
"129",0.407793189844483,0.70440514324309,-1.29482489131688,0.593452990114172
"130",0.625045132470932,0.887310150942817,-1.55123567356324,0.39169802493571
"131",0.88063565320793,1.12247373227104,0.0412102372299003,0.136141735709659
"132",1.07232854376068,NA,-0.201705240687697,NA
"133",1.32791906449768,1.51441303448473,-0.512097240249071,NA
"134",1.51961195505043,1.68425339877734,-0.728022109509157,NA
"135",1.73686389767688,NA,-0.997928196084265,NA
"136",1.94133631426648,2.08925734439816,-1.21385306534435,NA
"137",-1.38134045531451,-1.34674387167526,1.36375006144793,1.87123443624443
"138",-1.17686803872491,-1.13770957716129,1.12083458353033,1.68292980207786
"139",-0.959616096098463,-0.889481352425949,0.904909714270245,1.4677245058875
"140",-0.755143679508863,-0.6935117013191,0.715975453667671,1.27941987172094
"141",-0.550671262919264,-0.458348119990881,0.486555280078829,1.03731391350679
"142",-0.371757898403365,-0.262378468884032,0.311116323805009,0.80865828630453
"143",-0.167285481813766,0.0119790426655569,0.00072432424363428,0.580002659102274
"144",0.0755255128863837,0.194884050365283,-0.242191153673963,-1.38374566863475
"145",0.305556981549683,0.403918344879255,-0.45811602293405,-1.1416397104206
"146",0.497249872102431,0.612952639393228,-0.687536196522891,-0.939884745242136
"147",0.740060866802581,0.861180864128571,-0.930451674440488,-0.670878125004187
"148",0.94453328339218,1.12247373227104,-1.14637654370057,-0.401871504766239
"149",NA,1.43602517404199,NA,-0.119414553516392
"150",1.41737574675563,1.68425339877734,NA,0.0823404116620692
"151",-1.02351372628271,-1.11158029034705,0.756461366653936,0.983512589459197
"152",-1.27910424701971,-1.38593780189663,0.958890931585267,1.19871788564956
"153",-1.53469476775671,-1.58190745300348,1.1613204965166,1.40047285082802
"154",-0.755143679508863,-0.497542050212251,1.4042359744342,0.741406631245043
"155",-1.01073420024586,-0.719640988133347,1.60666553936553,0.526201335054684
"156",-1.45801761153561,-1.50351959256074,1.70113266966681,-1.45099732369424
"157",-1.17686803872491,-1.26835601123252,1.47171249607797,-1.22234169649198
"158",-0.959616096098463,-0.980933856275812,1.24229232248913,-0.966785407265931
"159",-0.678466523287763,-0.784964205168963,1.0398627575578,-0.751580111075572
"160",-0.499553158771864,-0.536735980433621,0.823937888297713,-0.496023821849521
"161",-0.346198846329664,-0.288507755698278,0.621508323366383,-0.280818525659162
"162",-0.116167377666366,-0.0664088177771825,0.419078758435051,-0.0521628984569054
"163",0.0755255128863837,0.155690120143913,0.176163280517455,0.203393390769146
"164",0.382234137770783,0.443112275100626,-0.107238110386409,0.539651666066582
"165",0.561147502286681,0.691340499835968,-0.296172370988985,0.781757624280735
"166",0.842297075097381,NA,-0.579573761892848,1.11801589957817
"167",NA,1.2139262361209,-0.822489239810445,1.33322119576853
"168",1.32791906449768,1.85409376306994,-1.05190941339929,2.04608873939909
"169",1.63462768938208,1.56667160811323,-1.33531080430315,1.75018145713735
"170",-0.831820835729963,-0.902545995833073,0.54053649739385,0.795207955292634
"171",-0.576230314992964,-0.667382414504853,0.284125715147498,0.580002659102274
"172",-0.358978372366515,-0.471412763398004,0.068200845887411,0.364797362911915
"173",-0.0906083255926657,-0.197055251848416,-0.174714632030186,0.122691404697761
"174",0.126643617033783,0.0250436860726801,-0.350153588304006,-0.0790635604807002
"175",0.433352241918182,0.286336554215146,-0.593069066221603,-0.307719187682956
"176",0.637824658507781,0.508435492136241,-0.795498631152934,-0.509474152861418
"177",0.89341517924478,0.769728360278707,-1.01142350041302,-0.724679449051777
"178",1.08510806979753,0.991827298199803,-1.21385306534435,-0.912984083218341
"179",1.34069859053453,1.26618480974939,-1.49725445624822,-1.19544103446819
"180",1.66018674145578,1.52747767789186,-1.75366523849457,-1.46444765470614
"181",1.83910010597168,1.89328769329131,-1.75366523849457,-1.46444765470614
"182",1.57073005919783,1.67118875537021,-1.51074976057697,-1.23579202750388
"183",1.32791906449768,1.34457267019213,-1.24084367400186,-0.926434414230238
"184",1.11066712187123,1.05715051523542,-1.01142350041302,-0.684328456016085
"185",0.842297075097381,0.691340499835968,-0.755012718166668,-0.65742779399229
"186",0.650604184544631,0.482306205321995,-0.539087848906582,-0.159765546552085
"187",0.356675085697083,0.221013337179529,-0.228695849345207,NA
"188",0.152202669107483,0.0381083294798034,-0.0397615887426325,0.33789670088812
"189",-0.103387851629516,-0.223184538662662,0.216649193503721,0.580002659102274
